termCode,termExtendedName,termShortName,termScopeNote,version,lastUpdate,validFrom,validTo,status,deprecated,scientificNames,commonNames,allFacets,ISSCAAP,taxonomicCode,alpha3Code,GEMSCode,matrixCode,LangualCode,foodexOldCode,implicitFacets,detailLevel,termType,prodTreat,prodMeth,prodPack,EuringsCode,IFNCode,EUFeedReg,EPPOCode,VectorNetCode,ADDFOODCode,masterFlag,masterParentCode,masterOrder,masterReportable,masterHierarchyCode,reportFlag,reportParentCode,reportOrder,reportReportable,reportHierarchyCode,pestFlag,pestParentCode,pestOrder,pestReportable,pestHierarchyCode,biomoFlag,biomoParentCode,biomoOrder,biomoReportable,biomoHierarchyCode,feedFlag,feedParentCode,feedOrder,feedReportable,feedHierarchyCode,expoFlag,expoParentCode,expoOrder,expoReportable,expoHierarchyCode,vetdrugFlag,vetdrugParentCode,vetdrugOrder,vetdrugReportable,vetdrugHierarchyCode,botanicFlag,botanicParentCode,botanicOrder,botanicReportable,botanicHierarchyCode,partFlag,partParentCode,partOrder,partReportable,partHierarchyCode,sourceFlag,sourceParentCode,sourceOrder,sourceReportable,sourceHierarchyCode,racsourceFlag,racsourceParentCode,racsourceOrder,racsourceReportable,racsourceHierarchyCode,processFlag,processParentCode,processOrder,processReportable,processHierarchyCode,ingredFlag,ingredParentCode,ingredOrder,ingredReportable,ingredHierarchyCode,mediumFlag,mediumParentCode,mediumOrder,mediumReportable,mediumHierarchyCode,sweetFlag,sweetParentCode,sweetOrder,sweetReportable,sweetHierarchyCode,fortFlag,fortParentCode,fortOrder,fortReportable,fortHierarchyCode,qualFlag,qualParentCode,qualOrder,qualReportable,qualHierarchyCode,cookextFlag,cookextParentCode,cookextOrder,cookextReportable,cookextHierarchyCode,genFlag,genParentCode,genOrder,genReportable,genHierarchyCode,prodFlag,prodParentCode,prodOrder,prodReportable,prodHierarchyCode,packformatFlag,packformatParentCode,packformatOrder,packformatReportable,packformatHierarchyCode,packmatFlag,packmatParentCode,packmatOrder,packmatReportable,packmatHierarchyCode,stateFlag,stateParentCode,stateOrder,stateReportable,stateHierarchyCode,fatFlag,fatParentCode,fatOrder,fatReportable,fatHierarchyCode,alcoholFlag,alcoholParentCode,alcoholOrder,alcoholReportable,alcoholHierarchyCode,doughFlag,doughParentCode,doughOrder,doughReportable,doughHierarchyCode,partconFlag,partconParentCode,partconOrder,partconReportable,partconHierarchyCode,placeFlag,placeParentCode,placeOrder,placeReportable,placeHierarchyCode,targconFlag,targconParentCode,targconOrder,targconReportable,targconHierarchyCode,useFlag,useParentCode,useOrder,useReportable,useHierarchyCode,riskingredFlag,riskingredParentCode,riskingredOrder,riskingredReportable,riskingredHierarchyCode,fpurposeFlag,fpurposeParentCode,fpurposeOrder,fpurposeReportable,fpurposeHierarchyCode,replevFlag,replevParentCode,replevOrder,replevReportable,replevHierarchyCode,animageFlag,animageParentCode,animageOrder,animageReportable,animageHierarchyCode,genderFlag,genderParentCode,genderOrder,genderReportable,genderHierarchyCode,legisFlag,legisParentCode,legisOrder,legisReportable,legisHierarchyCode,feedAddExpoFlag,feedAddExpoParentCode,feedAddExpoOrder,feedAddExpoReportable,feedAddExpoHierarchyCode,PRIMoFlag,PRIMoParentCode,PRIMoOrder,PRIMoReportable,PRIMoHierarchyCode,hostsampledFlag,hostsampledParentCode,hostsampledOrder,hostsampledReportable,hostsampledHierarchyCode,facets_resolved,termExtendedName_full,nlp_matching_friendly
A010L,Greater galangal roots,,"Spices from the roots or rhizomes of the plant classified under the species Alpinia galanga (L.) Willd., commonly known as Greater galangal roots. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Galangal£https://www.google.co.uk/search?tbm=isch&q=Greater galangal roots",8.9,2017/07/20,2014/10/30,,APPROVED,0,Alpinia galanga (L.) Willd.,,A010L#F01.A05KT$F02.A0F0F$F27.A010L$F33.A0C2M,,,,HS0783,P0213040-007,,A.01.001614,F01.A05KT$F27.A010L$F33.A0C2M,E,r,,,,,,,,,,1,A0CGX,5,1,Z0001.0001.0001.0011.0002.0002.0005,1,A0CGX,5,1,Z0001.0009.0008.0002.0005,1.0,A01AJ,3.0,1.0,Z0008.0004.0002.0003.0003,1.0,A01AJ,3.0,1.0,Z0017.0008.0002.0003.0003,,,,,,1.0,A0CGX,5.0,1.0,Z0004.0003.0007.0002.0005,,,,,,,,,,,,,,,,,,,,,1.0,A0CGX,5.0,1.0,Z0019.0008.0001.0005,,,,,,1.0,A0CGX,5.0,1.0,Z0009.0008.0002.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A04JZ,8.0,0.0,Z0002.0001.0003.0004.0008,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A05KT"", ""name"": ""Galangal, greater (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0F0F"", ""name"": ""Root spices (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A010L"", ""name"": ""Greater galangal roots""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C2M"", ""name"": ""FA-12.2.1 Herbs and spices""}]","Greater galangal roots, flavour: fa 12.2.1 herbs and spices, geographical-origin: greater galangal roots, part-nature: root spices (as part nature), source: galangal, greater (as plant)",greater galangal roots root spices fa 12 2 1 herbs and
A010M,Lesser galangal roots,,"Spices from the roots or rhizomes of the plant classified under the species Alpinia officinarum Hance or Languas officinarum (Hance) P.H.Hô, commonly known as Lesser galangal roots or Chinese gingerL roots. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Galangal£https://www.google.co.uk/search?tbm=isch&q=Lesser galangal roots",8.9,2017/07/20,2014/10/30,,APPROVED,0,Alpinia officinarum Hance$Languas officinarum (Hance) P.H.Hô,Chinese gingerL roots,A010M#F01.A05KV$F02.A0F0F$F27.A010M$F33.A0C2M,,,,HS0783,P0213040-008,,A.01.001614,F01.A05KV$F27.A010M$F33.A0C2M,E,r,,,,,,,,,,1,A0CGX,6,1,Z0001.0001.0001.0011.0002.0002.0006,1,A0CGX,6,1,Z0001.0009.0008.0002.0006,1.0,A01AJ,1.0,1.0,Z0008.0004.0002.0003.0001,1.0,A01AJ,1.0,1.0,Z0017.0008.0002.0003.0001,,,,,,1.0,A0CGX,6.0,1.0,Z0004.0003.0007.0002.0006,,,,,,,,,,,,,,,,,,,,,1.0,A0CGX,6.0,1.0,Z0019.0008.0001.0006,,,,,,1.0,A0CGX,6.0,1.0,Z0009.0008.0002.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A04JZ,9.0,0.0,Z0002.0001.0003.0004.0009,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A05KV"", ""name"": ""Galangal, lesser (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0F0F"", ""name"": ""Root spices (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A010M"", ""name"": ""Lesser galangal roots""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C2M"", ""name"": ""FA-12.2.1 Herbs and spices""}]","Lesser galangal roots, flavour: fa 12.2.1 herbs and spices, geographical-origin: lesser galangal roots, part-nature: root spices (as part nature), source: galangal, lesser (as plant)",lesser galangal roots root spices fa 12 2 1 herbs and
A010N,Chayote roots,,"Edible Roots/tubers from the plant classified under the species Sechium edule (Jacq.) Sw., commonly known as Chayote roots or Christophines roots. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Sechium_edule£https://www.google.co.uk/search?tbm=isch&q=Chayote roots",8.9,2017/07/20,2014/10/30,,APPROVED,0,Sechium edule (Jacq.) Sw.,Christophines roots,A010N#F01.A05DJ$F02.A0F5F$F27.A010N$F33.A0C51,,,,VR0423,P0212010-003,,A.01.000480,F01.A05DJ$F27.A010N$F33.A0C51,E,r,,,,,,,,,,1,A04JX,4,1,Z0001.0001.0001.0011.0001.0001.0002.0001.0004,1,A04JX,4,1,Z0001.0007.0001.0002.0001.0004,1.0,A04JX,4.0,1.0,Z0002.0001.0002.0001.0004,1.0,A04JX,4.0,1.0,Z0015.0001.0002.0001.0004,,,,,,1.0,A04JX,4.0,1.0,Z0003.0001.0002.0001.0004,,,,,,,,,,,,,,,,,,,,,1.0,A04JX,4.0,1.0,Z0017.0002.0001.0004,,,,,,1.0,A04JX,4.0,1.0,Z0007.0001.0002.0001.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A04JX,4.0,0.0,Z0002.0001.0002.0001.0004,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A05DJ"", ""name"": ""Chayote (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0F5F"", ""name"": ""Roots and other underground parts used as staple food (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A010N"", ""name"": ""Chayote roots""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C51"", ""name"": ""FA-04.1 Unprocessed fruit and vegetables""}]","Chayote roots, flavour: fa 04.1 unprocessed fruit and vegetables, geographical-origin: chayote roots, part-nature: roots and other underground parts used as staple food (as part nature), source: chayote (as plant)",chayote roots and other underground parts used as staple food unprocessed fruit vegetables
A010P,Goa bean root,,"Edible Roots/tubers from the plant classified under the species Psophocarpus tetragonolobus (L.) DC., commonly known as Goa bean root. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Psophocarpus_tetragonolobus£https://www.google.co.uk/search?tbm=isch&q=Goa bean root",8.9,2017/07/20,2014/10/30,,APPROVED,0,Psophocarpus tetragonolobus (L.) DC.,,A010P#F01.A05KX$F02.A0F5F$F27.A010P$F33.A0C51,,,,VR0530,P0212990,,A.01.000480,F01.A05KX$F27.A010P$F33.A0C51,E,r,,,,,,,,,,1,A010H,2,1,Z0001.0001.0001.0011.0001.0001.0002.0005.0002,1,A010H,2,1,Z0001.0007.0001.0002.0005.0002,1.0,A010H,2.0,1.0,Z0002.0001.0002.0005.0002,1.0,A010H,2.0,1.0,Z0015.0001.0002.0005.0002,,,,,,1.0,A010H,2.0,1.0,Z0003.0001.0002.0005.0002,,,,,,,,,,,,,,,,,,,,,1.0,A010H,2.0,1.0,Z0017.0002.0005.0002,,,,,,1.0,A010H,2.0,1.0,Z0007.0001.0002.0005.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A010H,2.0,0.0,Z0002.0001.0002.0005.0002,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A05KX"", ""name"": ""Goa bean root (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0F5F"", ""name"": ""Roots and other underground parts used as staple food (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A010P"", ""name"": ""Goa bean root""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C51"", ""name"": ""FA-04.1 Unprocessed fruit and vegetables""}]","Goa bean root, flavour: fa 04.1 unprocessed fruit and vegetables, geographical-origin: goa bean root, part-nature: roots and other underground parts used as staple food (as part nature), source: goa bean root (as plant)",goa bean root roots and other underground parts used as staple food unprocessed fruit vegetables
A010Q,Alocasia,,"Edible Roots/tubers from the plant classified under the species Alocasia macrorrhizos (L.) G. Don, commonly known as Alocasia. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Alocasia_macrorrhizos£https://www.google.co.uk/search?tbm=isch&q=Alocasia",8.9,2017/07/20,2014/10/30,,APPROVED,0,Alocasia macrorrhizos (L.) G. Don,,A010Q#F01.A05KY$F02.A0F5F$F27.A010Q$F33.A0C51,,,,VR0570,P0212990,,A.01.000480,F01.A05KY$F27.A010Q$F33.A0C51,E,r,,,,,,,,,,1,A010H,3,1,Z0001.0001.0001.0011.0001.0001.0002.0005.0003,1,A010H,3,1,Z0001.0007.0001.0002.0005.0003,1.0,A010H,3.0,1.0,Z0002.0001.0002.0005.0003,1.0,A010H,3.0,1.0,Z0015.0001.0002.0005.0003,,,,,,1.0,A010H,3.0,1.0,Z0003.0001.0002.0005.0003,,,,,,,,,,,,,,,,,,,,,1.0,A010H,1.0,1.0,Z0017.0002.0005.0001,,,,,,1.0,A010H,3.0,1.0,Z0007.0001.0002.0005.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A010H,3.0,0.0,Z0002.0001.0002.0005.0003,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A05KY"", ""name"": ""Alocasia macrorrhizos (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0F5F"", ""name"": ""Roots and other underground parts used as staple food (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A010Q"", ""name"": ""Alocasia""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C51"", ""name"": ""FA-04.1 Unprocessed fruit and vegetables""}]","Alocasia, flavour: fa 04.1 unprocessed fruit and vegetables, geographical-origin: alocasia, part-nature: roots and other underground parts used as staple food (as part nature), source: alocasia macrorrhizos (as plant)",alocasia macrorrhizos roots and other underground parts used as staple food unprocessed fruit vegetables
A010R,Sugar plants,,"The category covers all vegetables used for sugar production. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://www.google.co.uk/search?tbm=isch&q=Sugar plants",8.9,2017/07/20,2014/10/30,,APPROVED,0,,,A010R#F27.A010R$F33.A0C51,,,,,P0900000,,A.01.000395,F27.A010R$F33.A0C51,H,r,,,,,,,,,,1,A0C64,4,1,Z0001.0005.0002.0004,1,A0B6Z,8,0,Z0001.0008,1.0,root,9.0,1.0,Z0009,1.0,root,16.0,1.0,Z0016,,,,,,1.0,A00ZR,2.0,1.0,Z0003.0002,,,,,,,,,,,,,,,,,,,,,1.0,root,18.0,1.0,Z0018,,,,,,1.0,root,8.0,1.0,Z0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,root,9.0,1.0,Z0009,,,,,,"[{""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A010R"", ""name"": ""Sugar plants""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C51"", ""name"": ""FA-04.1 Unprocessed fruit and vegetables""}]","Sugar plants, flavour: fa 04.1 unprocessed fruit and vegetables, geographical-origin: sugar plants",sugar plants unprocessed fruit and vegetables
A010T,Sugar beet roots,,"Roots used as source of sugar from the plant classified under the species Beta vulgaris L. ssp. vulgaris var. altissima [Doell], commonly known as Sugar beet roots. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Sugar_beet£https://www.google.co.uk/search?tbm=isch&q=Sugar beet roots",8.9,2017/07/20,2014/10/30,,APPROVED,0,Beta vulgaris L. ssp. vulgaris var. altissima [Doell],,A010T#F01.A05QK$F02.A0ESA$F27.A010T$F33.A0C51,,,,VR0596,P0900010-000,,A.01.000396,F01.A05QK$F27.A010T$F33.A0C51,E,r,,,,,,,,,,1,A0CXQ,1,1,Z0001.0001.0001.0011.0004.0001.0001,1,A0CXQ,1,1,Z0001.0008.0001.0001.0001,1.0,A0CXQ,1.0,1.0,Z0009.0001.0001,1.0,A0CXQ,1.0,1.0,Z0016.0001.0001.0001,,,,,,1.0,A0CXQ,1.0,1.0,Z0003.0002.0001.0001.0001,,,,,,,,,,,,,,,,,,,,,1.0,A0CXQ,1.0,1.0,Z0018.0001.0001.0001,,,,,,1.0,A0CXQ,1.0,1.0,Z0008.0001.0001.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A0CXQ,1.0,0.0,Z0009.0001.0001,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A05QK"", ""name"": ""Sugar beet (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0ESA"", ""name"": ""Roots used as sugar source (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A010T"", ""name"": ""Sugar beet roots""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C51"", ""name"": ""FA-04.1 Unprocessed fruit and vegetables""}]","Sugar beet roots, flavour: fa 04.1 unprocessed fruit and vegetables, geographical-origin: sugar beet roots, part-nature: roots used as sugar source (as part nature), source: sugar beet (as plant)",sugar beet roots used as source unprocessed fruit and vegetables
A010V,Sugar canes,,"Stalks/canes/trunk sap used as source of sugar from the plant classified under the species Saccharum officinarum L., commonly known as Sugar canes or Sugar cane molasses or Sugar cane fodder or Sugar cane forage. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Sugarcane£https://www.google.co.uk/search?tbm=isch&q=Sugar canes",8.9,2017/07/20,2014/10/30,,APPROVED,0,Saccharum officinarum L.,Sugar cane molasses$Sugar cane fodder$Sugar cane forage,A010V#F01.A05QL$F02.A0ELH$F27.A010V$F33.A0C51,,,,GS0659,P0900020-000,,A.01.000397,F01.A05QL$F27.A010V$F33.A0C51,E,r,,,,,,,,,,1,A0CXP,1,1,Z0001.0001.0001.0008.0002.0001.0001,1,A0CXP,1,1,Z0001.0008.0002.0001.0001,1.0,A0CXP,1.0,1.0,Z0009.0002.0001,1.0,A0CXP,1.0,1.0,Z0016.0002.0001.0001,,,,,,1.0,A0CXP,1.0,1.0,Z0003.0002.0002.0001.0001,,,,,,,,,,,,,,,,,,,,,1.0,A0CXP,1.0,1.0,Z0018.0002.0001.0001,,,,,,1.0,A0CXP,1.0,1.0,Z0008.0002.0001.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A0CXP,1.0,1.0,Z0009.0002.0001,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A05QL"", ""name"": ""Sugar cane (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0ELH"", ""name"": ""Stalks/canes for sugar (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A010V"", ""name"": ""Sugar canes""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C51"", ""name"": ""FA-04.1 Unprocessed fruit and vegetables""}]","Sugar canes, flavour: fa 04.1 unprocessed fruit and vegetables, geographical-origin: sugar canes, part-nature: stalks/canes for sugar (as part nature), source: sugar cane (as plant)",sugar canes cane stalks for unprocessed fruit and vegetables
A010Y,Sweet sorghum canes,,"Stalks/canes/trunk sap used as source of sugar from the plant classified under the species Sorghum bicolor (L.) Moench subsp. bicolor, commonly known as Sweet sorghum canes or Sorgo or Milo or Broomcorn. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Sorghum_bicolor£https://www.google.co.uk/search?tbm=isch&q=Sweet sorghum canes",8.9,2017/07/20,2014/10/30,,APPROVED,0,Sorghum bicolor (L.) Moench subsp. bicolor,Sorgo$Milo$Broomcorn,A010Y#F01.A05QM$F02.A0ELH$F27.A010Y$F33.A0C51,,,,GS0658,P0900020-002,,A.01.000395,F01.A05QM$F27.A010Y$F33.A0C51,E,r,,,,,,,,,,1,A0CXP,3,1,Z0001.0001.0001.0008.0002.0001.0003,1,A0CXP,3,1,Z0001.0008.0002.0001.0003,1.0,A0CXP,3.0,1.0,Z0009.0002.0003,1.0,A0CXP,3.0,1.0,Z0016.0002.0001.0003,,,,,,1.0,A0CXP,3.0,1.0,Z0003.0002.0002.0001.0003,,,,,,,,,,,,,,,,,,,,,1.0,A0CXP,3.0,1.0,Z0018.0002.0001.0003,,,,,,1.0,A0CXP,3.0,1.0,Z0008.0002.0001.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A0CXP,3.0,0.0,Z0009.0002.0003,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A05QM"", ""name"": ""Sorghum, sweet (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0ELH"", ""name"": ""Stalks/canes for sugar (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A010Y"", ""name"": ""Sweet sorghum canes""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C51"", ""name"": ""FA-04.1 Unprocessed fruit and vegetables""}]","Sweet sorghum canes, flavour: fa 04.1 unprocessed fruit and vegetables, geographical-origin: sweet sorghum canes, part-nature: stalks/canes for sugar (as part nature), source: sorghum, sweet (as plant)",sweet sorghum canes stalks for sugar unprocessed fruit and vegetables
A010Z,Chicory roots,,"Roots used as source of sugar from the plant classified under the species Cichorium intybus L. Sativum group, commonly known as Chicory roots. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.£https://en.wikipedia.org/wiki/Cichorium_intybus£https://www.google.co.uk/search?tbm=isch&q=Chicory roots",8.9,2017/07/20,2014/10/30,,APPROVED,0,Cichorium intybus L. Sativum group,,A010Z#F01.A05QN$F02.A0ESA$F27.A010Z$F33.A0C51,,,,VR0469,P0900030-000,,A.01.000398,F01.A05QN$F27.A010Z$F33.A0C51,E,r,,,,,,,,,,1,A0CXM,1,1,Z0001.0001.0001.0011.0004.0002.0001,1,A0CXM,1,1,Z0001.0008.0001.0002.0001,1.0,A0CXM,1.0,1.0,Z0009.0003.0001,1.0,A0CXM,1.0,1.0,Z0016.0001.0002.0001,,,,,,1.0,A0CXM,1.0,1.0,Z0003.0002.0001.0002.0001,,,,,,,,,,,,,,,,,,,,,1.0,A0CXM,1.0,1.0,Z0018.0001.0002.0001,,,,,,1.0,A0CXM,1.0,1.0,Z0008.0001.0002.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A0CXM,1.0,0.0,Z0009.0003.0001,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A05QN"", ""name"": ""Chicory for roots (as plant)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0ESA"", ""name"": ""Roots used as sugar source (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A010Z"", ""name"": ""Chicory roots""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C51"", ""name"": ""FA-04.1 Unprocessed fruit and vegetables""}]","Chicory roots, flavour: fa 04.1 unprocessed fruit and vegetables, geographical-origin: chicory roots, part-nature: roots used as sugar source (as part nature), source: chicory for roots (as plant)",chicory roots for used as sugar source unprocessed fruit and vegetables
A011B,Starchy root and tuber products,,"The group includes any type of Starchy root and tuber products. The part consumed/analysed is by default unspecified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors.",4.0,2015/05/11,2014/10/30,,APPROVED,0,,,A011B,,,,,,,A.01.000467,,H,d,T100A,,,,,,,,,1,A04KQ,73,1,Z0001.0005.0003.0073,1,A16RE,2,1,Z0001.0007.0002,,,,,,1.0,A16RE,2.0,1.0,Z0015.0002,,,,,,1.0,A00ZR,3.0,1.0,Z0003.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A16RE,2.0,1.0,Z0007.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],Starchy root and tuber products,starchy root and tuber products
